date,Open,High,Low,Close,Adj Close,Volume,P_mean,P_sum,twt_count
19-08-2013,1798,1807,1755.55,1777.45,1777.45,1060676,-0.101167315,-26,257
20-08-2013,1789.8,1789.8,1730,1736.4,1736.4,1362422,-0.015564202,-8,514
21-08-2013,1740.1,1743.7,1701.15,1717.8,1717.8,1811997,-0.161198288,-339,2103
22-08-2013,1705,1797.15,1695.2,1778.95,1778.95,2130494,-0.141074335,-260,1843
23-08-2013,1794,1838,1784.3,1829.45,1829.45,2016442,-0.081889764,-52,635
26-08-2013,1823.1,1878.6,1814,1842,1842,1331619,-0.071246819,-28,393
27-08-2013,1839,1878.85,1830,1838.8,1838.8,972642,-0.009661836,-4,414
28-08-2013,1828,1946.1,1828,1907.9,1907.9,2222342,-0.048543689,-15,309
29-08-2013,1901,1970,1878.3,1947.1,1947.1,2952591,-0.051829268,-17,328
30-08-2013,1939,2050,1930,2033.2,2033.2,2641471,-0.026086957,-9,345
02-09-2013,2020,2069,2017.5,2056.85,2056.85,1077017,-0.092696629,-33,356
03-09-2013,2050.1,2067,1986.15,2001.1,2001.1,1177532,-0.024096386,-8,332
04-09-2013,2000,2078.8,1993.95,2069.1,2069.1,1313258,-0.091216216,-27,296
05-09-2013,2069,2069,1981.05,1990.75,1990.75,1963746,-0.113846154,-37,325
06-09-2013,2009,2025,1975,1988.8,1988.8,1379798,-0.108761329,-36,331
10-09-2013,1986,2016.7,1981,1987.9,1987.9,2150486,-0.052434457,-14,267
11-09-2013,2008,2018,1983.5,1993.8,1993.8,1504247,-0.090047393,-19,211
12-09-2013,1995,1998.55,1945.8,1967.9,1967.9,952784,-0.061371841,-17,277
13-09-2013,1965,1990,1946.55,1953.75,1953.75,1048160,-0.08,-16,200
16-09-2013,1950,1985,1894.05,1902.55,1902.55,1230253,-0.097014925,-26,268
17-09-2013,1900,1952.55,1897.1,1947.45,1947.45,1663908,-0.096069869,-22,229
18-09-2013,1942.05,1964.8,1937.9,1954.5,1954.5,1054909,-0.04778157,-14,293
19-09-2013,1948,1990,1926.5,1966.3,1966.3,1953620,0.00913242,2,219
20-09-2013,1950,1989.9,1941,1950.3,1950.3,1795929,-0.10483871,-26,248
23-09-2013,1950,1977.2,1940,1955.1,1955.1,1494379,-0.028469751,-8,281
24-09-2013,1955,1977.9,1926,1939.5,1939.5,2470150,-0.043887147,-14,319
25-09-2013,1941.5,1970.95,1920.2,1959.05,1959.05,2166929,-0.085972851,-19,221
26-09-2013,1954.8,1974.1,1935.1,1942.9,1942.9,2459852,-0.013392857,-3,224
27-09-2013,1943.1,1961.95,1937.45,1948.1,1948.1,892333,-0.04954955,-11,222
30-09-2013,1954,1961.85,1920,1927.8,1927.8,993675,-0.097938144,-19,194
01-10-2013,1932,1954.85,1916.7,1949.05,1949.05,795997,-0.08040201,-16,199
03-10-2013,1971.8,2036.9,1960.4,2024.6,2024.6,2336177,-0.06875,-11,160
04-10-2013,2032,2069,2026.95,2033.6,2033.6,967016,-0.157303371,-28,178
07-10-2013,2035,2097.7,2025.3,2089.75,2089.75,996939,-0.061946903,-14,226
08-10-2013,2083,2098,2056.55,2061.45,2061.45,914053,-0.047904192,-8,167
09-10-2013,2055.5,2097.65,2045.1,2090.85,2090.85,887929,-0.043062201,-9,209
10-10-2013,2088,2098,2067.25,2080,2080,582160,-0.036036036,-8,222
